Date,Open,High,Low,Close,Adj Close
1993/3/16,45.3125,45.4375,45.3125,45.3125,27.122303
1993/3/17,45.25,45.25,44.96875,45.03125,26.953955
1993/3/18,45.21875,45.5,45.21875,45.3125,27.122303
1993/3/19,45.28125,45.28125,45.03125,45.03125,27.081253
1993/3/22,44.59375,44.875,44.5625,44.78125,26.930897
1993/3/23,44.90625,44.9375,44.8125,44.875,26.987293
1993/3/24,44.8125,45.0625,44.59375,44.875,26.987293
1993/3/25,44.90625,45.25,44.84375,45.15625,27.156414
1993/3/26,45.125,45.15625,44.875,44.90625,27.006079
1993/3/29,44.9375,45.3125,44.9375,45.09375,27.118855
1993/3/30,45.15625,45.21875,45.09375,45.21875,27.194014
1993/3/31,45.34375,45.46875,45.1875,45.1875,27.175211
1993/4/1,45.25,45.25,44.9375,45.03125,27.081253
1993/4/2,44.65625,44.65625,44.09375,44.09375,26.517452
1993/4/5,44.4375,44.4375,44.1875,44.3125,26.649002
1993/4/6,44.40625,44.40625,44.0625,44.1875,26.573824
1993/4/7,44.25,44.34375,44.15625,44.34375,26.667795
1993/4/8,44.53125,44.53125,44.09375,44.28125,26.630207
1993/4/12,44.71875,44.9375,44.65625,44.90625,27.006079
1993/4/13,44.875,45.15625,44.84375,45,27.062454
1993/4/14,45.03125,45.0625,44.90625,44.9375,27.024878
1993/4/15,44.90625,45.03125,44.75,44.9375,27.024878
1993/4/16,44.96875,45.03125,44.875,44.9375,27.024878
1993/4/19,44.9375,45.0625,44.71875,44.75,26.912119
1993/4/20,44.6875,44.75,44.25,44.53125,26.780556
1993/4/21,44.625,44.625,44.375,44.5,26.76178
1993/4/22,44.3125,44.6875,43.9375,43.9375,26.423485
1993/4/23,43.84375,43.96875,43.6875,43.75,26.310705
1993/4/26,43.78125,43.9375,43.28125,43.40625,26.103985
1993/4/27,43.34375,43.875,43.34375,43.875,26.385897
1993/4/28,43.8125,43.90625,43.71875,43.78125,26.329517
1993/4/29,43.875,43.96875,43.625,43.96875,26.442284
1993/4/30,44.125,44.28125,44.03125,44.03125,26.479858
1993/5/3,44.09375,44.3125,43.90625,44.3125,26.649002
1993/5/4,44.40625,44.625,44.34375,44.46875,26.742975
1993/5/5,44.46875,44.75,44.46875,44.59375,26.818151
1993/5/6,44.53125,44.5625,44.40625,44.4375,26.724173
1993/5/7,44.46875,44.46875,44.28125,44.34375,26.667795
1993/5/10,44.40625,44.6875,44.40625,44.4375,26.724173
1993/5/11,44.4375,44.625,44.3125,44.625,26.836931
1993/5/12,44.4375,44.59375,44.4375,44.5625,26.79936
1993/5/13,44.375,44.375,44,44.03125,26.479858
1993/5/14,44.03125,44.15625,43.96875,44,26.461075
1993/5/17,44.125,44.15625,43.9375,44.15625,26.555033
1993/5/18,44.1875,44.21875,43.96875,44.125,26.536251
1993/5/19,44.125,45.03125,43.84375,45.03125,27.081253
1993/5/20,45.03125,45.15625,44.9375,45.15625,27.156414
1993/5/21,45.1875,45.25,44.71875,44.75,26.912119
1993/5/24,44.84375,45.09375,44.84375,44.9375,27.024878
1993/5/25,45.125,45.125,45.03125,45.03125,27.081253
1993/5/26,45.15625,45.625,45.125,45.59375,27.419529
1993/5/27,45.65625,45.65625,45.375,45.4375,27.325569
1993/5/28,45.40625,45.40625,45,45.21875,27.194014
1993/6/1,45.375,45.8125,45.3125,45.65625,27.457119
1993/6/2,45.53125,45.75,45.34375,45.59375,27.419529
1993/6/3,45.5,45.5,45.34375,45.4375,27.325569
1993/6/4,45.3125,45.3125,45.09375,45.28125,27.231596
1993/6/7,45.375,45.375,45.125,45.125,27.137621
1993/6/8,45,45,44.71875,44.71875,26.893314
1993/6/9,44.875,45.0625,44.8125,44.875,26.987293
1993/6/10,44.84375,44.9375,44.75,44.90625,27.006079
1993/6/11,45.0625,45.15625,44.90625,45.09375,27.118855
1993/6/14,45.15625,45.1875,45.03125,45.03125,27.081253
1993/6/15,45.09375,45.125,44.9375,44.9375,27.024878
1993/6/16,44.9375,45.03125,44.8125,45.03125,27.081253
1993/6/17,45.125,45.1875,45.03125,45.1875,27.175211
1993/6/18,44.84375,44.84375,44.5,44.5,26.95145
1993/6/21,44.625,44.625,44.53125,44.59375,27.008213
1993/6/22,44.65625,44.65625,44.5625,44.625,27.027128
1993/6/23,44.625,44.625,44.21875,44.21875,26.781092
1993/6/24,44.34375,44.8125,44.34375,44.8125,27.140688
1993/6/25,44.78125,44.90625,44.75,44.78125,27.121758
1993/6/28,45,45.28125,44.9375,45.28125,27.424593
1993/6/29,45.21875,45.21875,45,45.0625,27.292105
1993/6/30,45.125,45.21875,45,45.0625,27.292105
1993/7/1,45.125,45.125,44.875,44.9375,27.2164
1993/7/2,44.78125,44.8125,44.53125,44.6875,27.064991
1993/7/6,44.625,44.75,44.15625,44.21875,26.781092
1993/7/7,44.1875,44.40625,44.1875,44.34375,26.856804
